id_cliente,nombre,email,estado
120,Cliente_120,cliente120@correo.cl,Inactivo
121,Cliente_121,cliente121@correo.cl,Activo
122,Cliente_122,cliente122@correo.cl,Activo
123,Cliente_123,cliente123@correo.cl,Inactivo
124,Cliente_124,cliente124@correo.cl,Inactivo
125,Cliente_125,cliente125@correo.cl,Activo
126,Cliente_126,cliente126@correo.cl,Activo
127,Cliente_127,cliente127@correo.cl,Inactivo
128,Cliente_128,cliente128@correo.cl,Inactivo
129,Cliente_129,cliente129@correo.cl,Activo
130,Cliente_130,cliente130@correo.cl,Activo
131,Cliente_131,cliente131@correo.cl,Activo
132,Cliente_132,cliente132@correo.cl,Activo
133,Cliente_133,cliente133@correo.cl,Activo
134,Cliente_134,cliente134@correo.cl,Inactivo
135,Cliente_135,cliente135@correo.cl,Activo
136,Cliente_136,cliente136@correo.cl,Activo
137,Cliente_137,cliente137@correo.cl,Activo
138,Cliente_138,cliente138@correo.cl,Inactivo
139,Cliente_139,cliente139@correo.cl,Activo
140,Cliente_140,cliente140@correo.cl,Inactivo
141,Cliente_141,cliente141@correo.cl,Inactivo
142,Cliente_142,cliente142@correo.cl,Activo
143,Cliente_143,cliente143@correo.cl,Activo
144,Cliente_144,cliente144@correo.cl,Inactivo
145,Cliente_145,cliente145@correo.cl,Inactivo
146,Cliente_146,cliente146@correo.cl,Inactivo
147,Cliente_147,cliente147@correo.cl,Inactivo
148,Cliente_148,cliente148@correo.cl,Inactivo
149,Cliente_149,cliente149@correo.cl,Activo
150,Cliente_150,cliente150@correo.cl,Activo
151,Cliente_151,cliente151@correo.cl,Activo
152,Cliente_152,cliente152@correo.cl,Activo
153,Cliente_153,cliente153@correo.cl,Inactivo
154,Cliente_154,cliente154@correo.cl,Activo
155,Cliente_155,cliente155@correo.cl,Activo
156,Cliente_156,cliente156@correo.cl,Activo
157,Cliente_157,cliente157@correo.cl,Activo
158,Cliente_158,cliente158@correo.cl,Activo
159,Cliente_159,cliente159@correo.cl,Activo
160,Cliente_160,cliente160@correo.cl,Activo
161,Cliente_161,cliente161@correo.cl,Activo
162,Cliente_162,cliente162@correo.cl,Activo
163,Cliente_163,cliente163@correo.cl,Inactivo
164,Cliente_164,cliente164@correo.cl,Activo
165,Cliente_165,cliente165@correo.cl,Activo
166,Cliente_166,cliente166@correo.cl,Inactivo
167,Cliente_167,cliente167@correo.cl,Inactivo
168,Cliente_168,cliente168@correo.cl,Activo
169,Cliente_169,cliente169@correo.cl,Activo
170,Cliente_170,cliente170@correo.cl,Inactivo
171,Cliente_171,cliente171@correo.cl,Activo
172,Cliente_172,cliente172@correo.cl,Inactivo
173,Cliente_173,cliente173@correo.cl,Inactivo
174,Cliente_174,cliente174@correo.cl,Activo
175,Cliente_175,cliente175@correo.cl,Activo
176,Cliente_176,cliente176@correo.cl,Activo
177,Cliente_177,cliente177@correo.cl,Inactivo
178,Cliente_178,cliente178@correo.cl,Inactivo
179,Cliente_179,cliente179@correo.cl,Inactivo
180,Cliente_180,cliente180@correo.cl,Inactivo
181,Cliente_181,cliente181@correo.cl,Inactivo
182,Cliente_182,cliente182@correo.cl,Activo
183,Cliente_183,cliente183@correo.cl,Activo
184,Cliente_184,cliente184@correo.cl,Activo
185,Cliente_185,cliente185@correo.cl,Inactivo
186,Cliente_186,cliente186@correo.cl,Inactivo
187,Cliente_187,cliente187@correo.cl,Activo
188,Cliente_188,cliente188@correo.cl,Activo
189,Cliente_189,cliente189@correo.cl,Activo
190,Cliente_190,cliente190@correo.cl,Activo
191,Cliente_191,cliente191@correo.cl,Inactivo
192,Cliente_192,cliente192@correo.cl,Activo
193,Cliente_193,cliente193@correo.cl,Inactivo
194,Cliente_194,cliente194@correo.cl,Activo
195,Cliente_195,cliente195@correo.cl,Inactivo
196,Cliente_196,cliente196@correo.cl,Inactivo
197,Cliente_197,cliente197@correo.cl,Activo
198,Cliente_198,cliente198@correo.cl,Activo
199,Cliente_199,cliente199@correo.cl,Inactivo
200,Cliente_200,cliente200@correo.cl,Activo
201,Cliente_201,cliente201@correo.cl,Activo
202,Cliente_202,cliente202@correo.cl,Activo
203,Cliente_203,cliente203@correo.cl,Activo
204,Cliente_204,cliente204@correo.cl,Activo
205,Cliente_205,cliente205@correo.cl,Activo
206,Cliente_206,cliente206@correo.cl,Inactivo
207,Cliente_207,cliente207@correo.cl,Inactivo
208,Cliente_208,cliente208@correo.cl,Inactivo
209,Cliente_209,cliente209@correo.cl,Activo
210,Cliente_210,cliente210@correo.cl,Inactivo
211,Cliente_211,cliente211@correo.cl,Activo
212,Cliente_212,cliente212@correo.cl,Activo
213,Cliente_213,cliente213@correo.cl,Inactivo
214,Cliente_214,cliente214@correo.cl,Activo
215,Cliente_215,cliente215@correo.cl,Inactivo
216,Cliente_216,cliente216@correo.cl,Inactivo
217,Cliente_217,cliente217@correo.cl,Inactivo
218,Cliente_218,cliente218@correo.cl,Inactivo
219,Cliente_219,cliente219@correo.cl,Inactivo
220,Cliente_220,cliente220@correo.cl,Inactivo
221,Cliente_221,cliente221@correo.cl,Activo
222,Cliente_222,cliente222@correo.cl,Activo
223,Cliente_223,cliente223@correo.cl,Inactivo
224,Cliente_224,cliente224@correo.cl,Activo
225,Cliente_225,cliente225@correo.cl,Activo
226,Cliente_226,cliente226@correo.cl,Activo
227,Cliente_227,cliente227@correo.cl,Inactivo
228,Cliente_228,cliente228@correo.cl,Activo
229,Cliente_229,cliente229@correo.cl,Activo
230,Cliente_230,cliente230@correo.cl,Inactivo
231,Cliente_231,cliente231@correo.cl,Activo
232,Cliente_232,cliente232@correo.cl,Activo
233,Cliente_233,cliente233@correo.cl,Activo
234,Cliente_234,cliente234@correo.cl,Activo
235,Cliente_235,cliente235@correo.cl,Activo
236,Cliente_236,cliente236@correo.cl,Activo
237,Cliente_237,cliente237@correo.cl,Activo
238,Cliente_238,cliente238@correo.cl,Inactivo
239,Cliente_239,cliente239@correo.cl,Activo
240,Cliente_240,cliente240@correo.cl,Activo
241,Cliente_241,cliente241@correo.cl,Activo
242,Cliente_242,cliente242@correo.cl,Activo
243,Cliente_243,cliente243@correo.cl,Inactivo
244,Cliente_244,cliente244@correo.cl,Inactivo
245,Cliente_245,cliente245@correo.cl,Inactivo
246,Cliente_246,cliente246@correo.cl,Activo
247,Cliente_247,cliente247@correo.cl,Inactivo
248,Cliente_248,cliente248@correo.cl,Activo
249,Cliente_249,cliente249@correo.cl,Inactivo
250,Cliente_250,cliente250@correo.cl,Inactivo
251,Cliente_251,cliente251@correo.cl,Activo
252,Cliente_252,cliente252@correo.cl,Inactivo
253,Cliente_253,cliente253@correo.cl,Inactivo
254,Cliente_254,cliente254@correo.cl,Inactivo
255,Cliente_255,cliente255@correo.cl,Activo
256,Cliente_256,cliente256@correo.cl,Activo
257,Cliente_257,cliente257@correo.cl,Inactivo
258,Cliente_258,cliente258@correo.cl,Activo
259,Cliente_259,cliente259@correo.cl,Activo
260,Cliente_260,cliente260@correo.cl,Activo
261,Cliente_261,cliente261@correo.cl,Inactivo
262,Cliente_262,cliente262@correo.cl,Activo
263,Cliente_263,cliente263@correo.cl,Inactivo
264,Cliente_264,cliente264@correo.cl,Activo
265,Cliente_265,cliente265@correo.cl,Activo
266,Cliente_266,cliente266@correo.cl,Inactivo
267,Cliente_267,cliente267@correo.cl,Inactivo
268,Cliente_268,cliente268@correo.cl,Activo
269,Cliente_269,cliente269@correo.cl,Inactivo
270,Cliente_270,cliente270@correo.cl,Inactivo
271,Cliente_271,cliente271@correo.cl,Activo
272,Cliente_272,cliente272@correo.cl,Inactivo
273,Cliente_273,cliente273@correo.cl,Activo
274,Cliente_274,cliente274@correo.cl,Activo
275,Cliente_275,cliente275@correo.cl,Inactivo
276,Cliente_276,cliente276@correo.cl,Activo
277,Cliente_277,cliente277@correo.cl,Activo
278,Cliente_278,cliente278@correo.cl,Activo
279,Cliente_279,cliente279@correo.cl,Inactivo
280,Cliente_280,cliente280@correo.cl,Inactivo
281,Cliente_281,cliente281@correo.cl,Activo
282,Cliente_282,cliente282@correo.cl,Inactivo
283,Cliente_283,cliente283@correo.cl,Activo
284,Cliente_284,cliente284@correo.cl,Inactivo
285,Cliente_285,cliente285@correo.cl,Inactivo
286,Cliente_286,cliente286@correo.cl,Inactivo
287,Cliente_287,cliente287@correo.cl,Activo
288,Cliente_288,cliente288@correo.cl,Activo
289,Cliente_289,cliente289@correo.cl,Inactivo
290,Cliente_290,cliente290@correo.cl,Inactivo
291,Cliente_291,cliente291@correo.cl,Activo
292,Cliente_292,cliente292@correo.cl,Activo
293,Cliente_293,cliente293@correo.cl,Inactivo
294,Cliente_294,cliente294@correo.cl,Activo
295,Cliente_295,cliente295@correo.cl,Inactivo
296,Cliente_296,cliente296@correo.cl,Activo
297,Cliente_297,cliente297@correo.cl,Inactivo
298,Cliente_298,cliente298@correo.cl,Inactivo
299,Cliente_299,cliente299@correo.cl,Activo
300,Cliente_300,cliente300@correo.cl,Activo
301,Cliente_301,cliente301@correo.cl,Activo
302,Cliente_302,cliente302@correo.cl,Activo
303,Cliente_303,cliente303@correo.cl,Activo
304,Cliente_304,cliente304@correo.cl,Inactivo
305,Cliente_305,cliente305@correo.cl,Activo
306,Cliente_306,cliente306@correo.cl,Inactivo
307,Cliente_307,cliente307@correo.cl,Activo
308,Cliente_308,cliente308@correo.cl,Activo
309,Cliente_309,cliente309@correo.cl,Inactivo
310,Cliente_310,cliente310@correo.cl,Inactivo
311,Cliente_311,cliente311@correo.cl,Activo
312,Cliente_312,cliente312@correo.cl,Inactivo
313,Cliente_313,cliente313@correo.cl,Activo
314,Cliente_314,cliente314@correo.cl,Activo
315,Cliente_315,cliente315@correo.cl,Activo
316,Cliente_316,cliente316@correo.cl,Inactivo
317,Cliente_317,cliente317@correo.cl,Inactivo
318,Cliente_318,cliente318@correo.cl,Activo
319,Cliente_319,cliente319@correo.cl,Activo
320,Cliente_320,cliente320@correo.cl,Activo
321,Cliente_321,cliente321@correo.cl,Activo
322,Cliente_322,cliente322@correo.cl,Inactivo
323,Cliente_323,cliente323@correo.cl,Activo
324,Cliente_324,cliente324@correo.cl,Activo
325,Cliente_325,cliente325@correo.cl,Inactivo
326,Cliente_326,cliente326@correo.cl,Inactivo
327,Cliente_327,cliente327@correo.cl,Activo
328,Cliente_328,cliente328@correo.cl,Inactivo
329,Cliente_329,cliente329@correo.cl,Activo
330,Cliente_330,cliente330@correo.cl,Activo
331,Cliente_331,cliente331@correo.cl,Inactivo
332,Cliente_332,cliente332@correo.cl,Activo
333,Cliente_333,cliente333@correo.cl,Inactivo
334,Cliente_334,cliente334@correo.cl,Activo
335,Cliente_335,cliente335@correo.cl,Activo
336,Cliente_336,cliente336@correo.cl,Inactivo
337,Cliente_337,cliente337@correo.cl,Inactivo
338,Cliente_338,cliente338@correo.cl,Inactivo
339,Cliente_339,cliente339@correo.cl,Activo
340,Cliente_340,cliente340@correo.cl,Activo
341,Cliente_341,cliente341@correo.cl,Activo
342,Cliente_342,cliente342@correo.cl,Activo
343,Cliente_343,cliente343@correo.cl,Inactivo
344,Cliente_344,cliente344@correo.cl,Inactivo
345,Cliente_345,cliente345@correo.cl,Inactivo
346,Cliente_346,cliente346@correo.cl,Activo
347,Cliente_347,cliente347@correo.cl,Inactivo
348,Cliente_348,cliente348@correo.cl,Inactivo
349,Cliente_349,cliente349@correo.cl,Inactivo
350,Cliente_350,cliente350@correo.cl,Inactivo
351,Cliente_351,cliente351@correo.cl,Activo
352,Cliente_352,cliente352@correo.cl,Activo
353,Cliente_353,cliente353@correo.cl,Inactivo
354,Cliente_354,cliente354@correo.cl,Activo
355,Cliente_355,cliente355@correo.cl,Inactivo
356,Cliente_356,cliente356@correo.cl,Activo
357,Cliente_357,cliente357@correo.cl,Activo
358,Cliente_358,cliente358@correo.cl,Inactivo
359,Cliente_359,cliente359@correo.cl,Inactivo
360,Cliente_360,cliente360@correo.cl,Inactivo
361,Cliente_361,cliente361@correo.cl,Inactivo
362,Cliente_362,cliente362@correo.cl,Activo
363,Cliente_363,cliente363@correo.cl,Inactivo
364,Cliente_364,cliente364@correo.cl,Activo
365,Cliente_365,cliente365@correo.cl,Inactivo
366,Cliente_366,cliente366@correo.cl,Activo
367,Cliente_367,cliente367@correo.cl,Inactivo
368,Cliente_368,cliente368@correo.cl,Activo
369,Cliente_369,cliente369@correo.cl,Activo
370,Cliente_370,cliente370@correo.cl,Inactivo
371,Cliente_371,cliente371@correo.cl,Inactivo
372,Cliente_372,cliente372@correo.cl,Activo
373,Cliente_373,cliente373@correo.cl,Inactivo
374,Cliente_374,cliente374@correo.cl,Inactivo
375,Cliente_375,cliente375@correo.cl,Activo
376,Cliente_376,cliente376@correo.cl,Inactivo
377,Cliente_377,cliente377@correo.cl,Inactivo
378,Cliente_378,cliente378@correo.cl,Inactivo
379,Cliente_379,cliente379@correo.cl,Inactivo
380,Cliente_380,cliente380@correo.cl,Inactivo
381,Cliente_381,cliente381@correo.cl,Inactivo
382,Cliente_382,cliente382@correo.cl,Activo
383,Cliente_383,cliente383@correo.cl,Activo
384,Cliente_384,cliente384@correo.cl,Inactivo
385,Cliente_385,cliente385@correo.cl,Inactivo
386,Cliente_386,cliente386@correo.cl,Activo
387,Cliente_387,cliente387@correo.cl,Inactivo
388,Cliente_388,cliente388@correo.cl,Inactivo
389,Cliente_389,cliente389@correo.cl,Activo
390,Cliente_390,cliente390@correo.cl,Inactivo
391,Cliente_391,cliente391@correo.cl,Inactivo
392,Cliente_392,cliente392@correo.cl,Activo
393,Cliente_393,cliente393@correo.cl,Inactivo
394,Cliente_394,cliente394@correo.cl,Inactivo
395,Cliente_395,cliente395@correo.cl,Inactivo
396,Cliente_396,cliente396@correo.cl,Inactivo
397,Cliente_397,cliente397@correo.cl,Inactivo
398,Cliente_398,cliente398@correo.cl,Activo
399,Cliente_399,cliente399@correo.cl,Inactivo
400,Cliente_400,cliente400@correo.cl,Activo
401,Cliente_401,cliente401@correo.cl,Activo
402,Cliente_402,cliente402@correo.cl,Inactivo
403,Cliente_403,cliente403@correo.cl,Inactivo
404,Cliente_404,cliente404@correo.cl,Activo
405,Cliente_405,cliente405@correo.cl,Activo
406,Cliente_406,cliente406@correo.cl,Inactivo
407,Cliente_407,cliente407@correo.cl,Activo
408,Cliente_408,cliente408@correo.cl,Activo
409,Cliente_409,cliente409@correo.cl,Activo
410,Cliente_410,cliente410@correo.cl,Activo
411,Cliente_411,cliente411@correo.cl,Activo
412,Cliente_412,cliente412@correo.cl,Activo
413,Cliente_413,cliente413@correo.cl,Inactivo
414,Cliente_414,cliente414@correo.cl,Activo
415,Cliente_415,cliente415@correo.cl,Inactivo
416,Cliente_416,cliente416@correo.cl,Inactivo
417,Cliente_417,cliente417@correo.cl,Activo
418,Cliente_418,cliente418@correo.cl,Inactivo
419,Cliente_419,cliente419@correo.cl,Inactivo
420,Cliente_420,cliente420@correo.cl,Inactivo
421,Cliente_421,cliente421@correo.cl,Activo
422,Cliente_422,cliente422@correo.cl,Activo
423,Cliente_423,cliente423@correo.cl,Activo
424,Cliente_424,cliente424@correo.cl,Activo
425,Cliente_425,cliente425@correo.cl,Inactivo
426,Cliente_426,cliente426@correo.cl,Activo
427,Cliente_427,cliente427@correo.cl,Activo
428,Cliente_428,cliente428@correo.cl,Inactivo
429,Cliente_429,cliente429@correo.cl,Activo
430,Cliente_430,cliente430@correo.cl,Activo
431,Cliente_431,cliente431@correo.cl,Activo
432,Cliente_432,cliente432@correo.cl,Inactivo
433,Cliente_433,cliente433@correo.cl,Activo
434,Cliente_434,cliente434@correo.cl,Inactivo
435,Cliente_435,cliente435@correo.cl,Inactivo
436,Cliente_436,cliente436@correo.cl,Inactivo
437,Cliente_437,cliente437@correo.cl,Inactivo
438,Cliente_438,cliente438@correo.cl,Inactivo
439,Cliente_439,cliente439@correo.cl,Activo
440,Cliente_440,cliente440@correo.cl,Inactivo
441,Cliente_441,cliente441@correo.cl,Inactivo
442,Cliente_442,cliente442@correo.cl,Inactivo
443,Cliente_443,cliente443@correo.cl,Activo
444,Cliente_444,cliente444@correo.cl,Inactivo
445,Cliente_445,cliente445@correo.cl,Inactivo
446,Cliente_446,cliente446@correo.cl,Activo
447,Cliente_447,cliente447@correo.cl,Inactivo
448,Cliente_448,cliente448@correo.cl,Inactivo
449,Cliente_449,cliente449@correo.cl,Activo
450,Cliente_450,cliente450@correo.cl,Inactivo
451,Cliente_451,cliente451@correo.cl,Activo
452,Cliente_452,cliente452@correo.cl,Inactivo
453,Cliente_453,cliente453@correo.cl,Inactivo
454,Cliente_454,cliente454@correo.cl,Inactivo
455,Cliente_455,cliente455@correo.cl,Activo
456,Cliente_456,cliente456@correo.cl,Activo
457,Cliente_457,cliente457@correo.cl,Activo
458,Cliente_458,cliente458@correo.cl,Activo
459,Cliente_459,cliente459@correo.cl,Inactivo
460,Cliente_460,cliente460@correo.cl,Activo
461,Cliente_461,cliente461@correo.cl,Activo
462,Cliente_462,cliente462@correo.cl,Activo
463,Cliente_463,cliente463@correo.cl,Inactivo
464,Cliente_464,cliente464@correo.cl,Inactivo
465,Cliente_465,cliente465@correo.cl,Inactivo
466,Cliente_466,cliente466@correo.cl,Inactivo
467,Cliente_467,cliente467@correo.cl,Inactivo
468,Cliente_468,cliente468@correo.cl,Activo
469,Cliente_469,cliente469@correo.cl,Activo
470,Cliente_470,cliente470@correo.cl,Inactivo
471,Cliente_471,cliente471@correo.cl,Inactivo
472,Cliente_472,cliente472@correo.cl,Activo
473,Cliente_473,cliente473@correo.cl,Inactivo
474,Cliente_474,cliente474@correo.cl,Inactivo
475,Cliente_475,cliente475@correo.cl,Activo
476,Cliente_476,cliente476@correo.cl,Inactivo
477,Cliente_477,cliente477@correo.cl,Inactivo
478,Cliente_478,cliente478@correo.cl,Inactivo
479,Cliente_479,cliente479@correo.cl,Inactivo
480,Cliente_480,cliente480@correo.cl,Activo
481,Cliente_481,cliente481@correo.cl,Inactivo
482,Cliente_482,cliente482@correo.cl,Activo
483,Cliente_483,cliente483@correo.cl,Inactivo
484,Cliente_484,cliente484@correo.cl,Inactivo
485,Cliente_485,cliente485@correo.cl,Inactivo
486,Cliente_486,cliente486@correo.cl,Activo
487,Cliente_487,cliente487@correo.cl,Inactivo
488,Cliente_488,cliente488@correo.cl,Inactivo
489,Cliente_489,cliente489@correo.cl,Inactivo
490,Cliente_490,cliente490@correo.cl,Activo
491,Cliente_491,cliente491@correo.cl,Inactivo
492,Cliente_492,cliente492@correo.cl,Activo
493,Cliente_493,cliente493@correo.cl,Activo
494,Cliente_494,cliente494@correo.cl,Inactivo
495,Cliente_495,cliente495@correo.cl,Activo
496,Cliente_496,cliente496@correo.cl,Activo
497,Cliente_497,cliente497@correo.cl,Inactivo
498,Cliente_498,cliente498@correo.cl,Activo
499,Cliente_499,cliente499@correo.cl,Inactivo
500,Cliente_500,cliente500@correo.cl,Activo
501,Cliente_501,cliente501@correo.cl,Activo
502,Cliente_502,cliente502@correo.cl,Inactivo
503,Cliente_503,cliente503@correo.cl,Inactivo
504,Cliente_504,cliente504@correo.cl,Inactivo
505,Cliente_505,cliente505@correo.cl,Activo
506,Cliente_506,cliente506@correo.cl,Inactivo
507,Cliente_507,cliente507@correo.cl,Inactivo
508,Cliente_508,cliente508@correo.cl,Inactivo
509,Cliente_509,cliente509@correo.cl,Inactivo
510,Cliente_510,cliente510@correo.cl,Inactivo
511,Cliente_511,cliente511@correo.cl,Inactivo
512,Cliente_512,cliente512@correo.cl,Inactivo
513,Cliente_513,cliente513@correo.cl,Activo
514,Cliente_514,cliente514@correo.cl,Inactivo
515,Cliente_515,cliente515@correo.cl,Activo
516,Cliente_516,cliente516@correo.cl,Activo
517,Cliente_517,cliente517@correo.cl,Inactivo
518,Cliente_518,cliente518@correo.cl,Activo
519,Cliente_519,cliente519@correo.cl,Activo
520,Cliente_520,cliente520@correo.cl,Activo
521,Cliente_521,cliente521@correo.cl,Activo
522,Cliente_522,cliente522@correo.cl,Activo
523,Cliente_523,cliente523@correo.cl,Activo
524,Cliente_524,cliente524@correo.cl,Activo
525,Cliente_525,cliente525@correo.cl,Activo
526,Cliente_526,cliente526@correo.cl,Activo
527,Cliente_527,cliente527@correo.cl,Activo
528,Cliente_528,cliente528@correo.cl,Inactivo
529,Cliente_529,cliente529@correo.cl,Activo
530,Cliente_530,cliente530@correo.cl,Activo
531,Cliente_531,cliente531@correo.cl,Inactivo
532,Cliente_532,cliente532@correo.cl,Inactivo
533,Cliente_533,cliente533@correo.cl,Inactivo
534,Cliente_534,cliente534@correo.cl,Activo
535,Cliente_535,cliente535@correo.cl,Activo
536,Cliente_536,cliente536@correo.cl,Activo
537,Cliente_537,cliente537@correo.cl,Inactivo
538,Cliente_538,cliente538@correo.cl,Activo
539,Cliente_539,cliente539@correo.cl,Activo
540,Cliente_540,cliente540@correo.cl,Inactivo
541,Cliente_541,cliente541@correo.cl,Inactivo
542,Cliente_542,cliente542@correo.cl,Inactivo
543,Cliente_543,cliente543@correo.cl,Activo
544,Cliente_544,cliente544@correo.cl,Activo
545,Cliente_545,cliente545@correo.cl,Activo
546,Cliente_546,cliente546@correo.cl,Activo
547,Cliente_547,cliente547@correo.cl,Inactivo
548,Cliente_548,cliente548@correo.cl,Activo
549,Cliente_549,cliente549@correo.cl,Activo
550,Cliente_550,cliente550@correo.cl,Inactivo
551,Cliente_551,cliente551@correo.cl,Inactivo
552,Cliente_552,cliente552@correo.cl,Inactivo
553,Cliente_553,cliente553@correo.cl,Activo
554,Cliente_554,cliente554@correo.cl,Inactivo
555,Cliente_555,cliente555@correo.cl,Activo
556,Cliente_556,cliente556@correo.cl,Inactivo
557,Cliente_557,cliente557@correo.cl,Inactivo
558,Cliente_558,cliente558@correo.cl,Activo
559,Cliente_559,cliente559@correo.cl,Inactivo
